,Sim,Wsnr,Heterogeneity,gKCC2,gGABA_tonic,current_noise,KS_FR_pval,KS_CV_pval,Ttest_FR_pval,Ttest_CV_pval,Rel. Error FR,Rel. Error CV,Avg. Error,Percent Firing,Avg. FR,Avg. CV,STD FR,STD CV
732,733,0.30000000000000004,0.1,0.006,0.001,0.001,3.2367723928762144e-20,4.076577664061719e-07,6.914408909189025e-18,0.02853154556816339,0.9497627229585991,0.08672884961544754,0.5182457862870233,0.99,9.371134020618557,0.15199610898566376,4.784682578164517,0.11606071848510567
733,734,0.30000000000000004,0.1,0.006,0.001,0.01,6.217274524736824e-23,5.561918251449681e-05,3.3304586516878367e-18,0.008172776560883483,1.0510204081632655,0.4773242630385487,0.7641723356009071,0.98,9.346938775510203,0.2138308146371011,4.332723234745629,0.12598897803601994
734,735,0.30000000000000004,0.1,0.006,0.002,0.001,4.945948679282641e-25,4.144133568941348e-06,3.006192190327293e-19,0.7966931982972969,1.0257936507936507,0.23115079365079372,0.6284722222222222,0.98,8.760416666666666,0.17619995950592196,4.109173658988169,0.12941144817226194
735,736,0.30000000000000004,0.1,0.006,0.002,0.01,1.344828263291875e-27,0.006283825212002668,4.90354303074104e-19,0.6475483682011679,1.0082706766917293,0.1568086883876358,0.5825396825396826,0.97,8.794736842105262,0.18538015538118754,3.9825241512084326,0.11759432494098493
736,737,0.30000000000000004,0.1,0.006,0.003,0.001,2.942759257143331e-32,0.004567632137392045,1.3749464545062877e-21,0.9888253187046949,1.2928989139515457,0.31244778613199664,0.8026733500417711,0.97,7.7894736842105265,0.17940379591320837,2.6994921036610817,0.10633532329512917
737,738,0.30000000000000004,0.1,0.006,0.003,0.01,3.750181785433104e-25,0.009215904148495208,3.706063962983268e-19,0.8969696786444084,1.1131592421915002,0.16077828981054787,0.636968766001024,0.94,8.559139784946236,0.17794920895652971,4.263403571410785,0.11146928838548863
738,739,0.30000000000000004,0.1,0.006,0.004,0.001,2.3315684612041297e-34,2.67103185369104e-07,3.938623799706014e-22,0.02675947590664146,1.2718462823725982,0.011612364243943147,0.6417293233082707,0.97,7.568421052631579,0.15070298326571774,2.5583820198627074,0.12538850392332465
739,740,0.30000000000000004,0.1,0.006,0.004,0.01,2.0825658456013114e-30,0.00011259341979622319,2.173637232771555e-21,0.026670252814217303,1.3067076292882747,0.0611879160266257,0.6839477726574502,0.95,7.682795698924731,0.15223709370066216,3.0539811371745667,0.10362727892983495
740,741,0.30000000000000004,0.1,0.006,0.005,0.001,5.976331776200741e-34,1.3239645301022147e-06,5.012279223047657e-22,0.0015274749608775642,1.3350041771094403,0.15898078529657475,0.7469924812030075,0.95,7.573684210526316,0.13974557126771195,3.0564585811313956,0.11159392012571054
741,742,0.30000000000000004,0.1,0.006,0.005,0.01,4.276763947161648e-39,0.04669833780572936,2.8001316496711665e-23,0.41291272381621047,1.3529213103681188,0.04593042890915235,0.6994258696386356,0.95,7.0212765957446805,0.1695933347721679,2.2335865796071523,0.10190350792236615
742,743,0.30000000000000004,0.1,0.006,0.006,0.001,7.854803574875419e-38,0.00042500742223557905,2.0220443039346627e-23,0.04480739873019467,1.3529213103681188,0.05015197568389055,0.7015366430260047,0.97,6.9361702127659575,0.1544134259424797,2.601384699348856,0.11112217014168103
743,744,0.30000000000000004,0.1,0.006,0.006,0.01,5.085412446272129e-39,0.042424851336826566,3.7019462019306166e-22,0.00390470330707957,1.4390289449112978,0.16517273576097097,0.8021008403361344,0.87,6.688235294117647,0.14411319439782294,2.066506672379651,0.08777142964676954
744,745,0.30000000000000004,0.1,0.007,0.001,0.001,9.072618785991055e-25,2.67103185369104e-07,7.35971917553833e-19,0.7043914741403161,1.0503759398496242,0.19891395154553052,0.6246449456975773,0.98,8.889473684210527,0.17447823359418466,3.827998616405473,0.13664265882311336
745,746,0.30000000000000004,0.1,0.007,0.001,0.01,6.874439570846893e-22,0.002216051527875423,1.440512568158185e-17,0.7869308705096012,0.9912191827085445,0.12343802769334682,0.5573286052009456,0.96,9.340425531914894,0.1831299241581986,4.499534707598113,0.12836975815688184
746,747,0.30000000000000004,0.1,0.007,0.002,0.001,3.599073131903411e-26,8.282098936793589e-06,8.030577084196483e-20,0.11356651885651067,1.0714285714285714,0.14058956916099777,0.6060090702947846,1.0,8.704081632653061,0.15997878057361922,3.6174440849337013,0.11208448918444829
747,748,0.30000000000000004,0.1,0.007,0.002,0.01,8.571623616134492e-28,0.04086279624549448,1.6069178956222443e-19,0.8766701384704709,1.150793650793651,0.1911663216011042,0.6709799861973775,0.95,8.380434782608695,0.18148954354114077,3.622371284670797,0.10337118105770231
748,749,0.30000000000000004,0.1,0.007,0.003,0.001,3.996744054704267e-33,0.00055772145231323,1.805330265689107e-22,0.18865010670971555,1.2678149273893953,0.04593042890915238,0.6568726781492739,0.95,7.319148936170213,0.16286720447426575,2.842357299913438,0.11639423574627217
749,750,0.30000000000000004,0.1,0.007,0.003,0.01,1.0372390922047903e-32,0.037417468816713206,4.466100328225964e-22,0.6687055374053463,1.2421915002560164,0.11085509472606248,0.6765232974910395,0.96,7.39247311827957,0.17423898106722036,2.9674302469953275,0.10884397294778714
750,751,0.30000000000000004,0.1,0.007,0.004,0.001,8.71377725015101e-33,0.02711117090118864,3.572780879115497e-22,0.4925638879747004,1.2178039600720012,0.08672884961544762,0.6522664048437244,0.98,7.685567010309279,0.17130828290337013,2.9157584534579817,0.10174136191689917
751,752,0.30000000000000004,0.1,0.007,0.004,0.01,1.4082603027532428e-35,0.07967683923198018,5.82983953429083e-23,0.0819296734804367,1.392729134664619,0.049923195084485415,0.7213261648745521,0.96,7.026881720430108,0.15862528628320274,2.8106609556322013,0.09523924168507776
752,753,0.30000000000000004,0.1,0.007,0.005,0.001,5.60209264579272e-35,7.238600893447802e-07,1.3932033656800672e-22,1.2767743799567758e-05,1.3981620718462824,0.2010860484544695,0.7996240601503759,0.96,7.368421052631579,0.1264948377791635,2.679562539233233,0.09754102217111811
753,754,0.30000000000000004,0.1,0.007,0.005,0.01,1.0310152501531453e-31,0.009070647156906354,1.4312084954334926e-22,0.01086364521149117,1.2928989139515457,0.18003341687552205,0.7364661654135338,0.98,7.326315789473684,0.14939234277085942,3.238557525758255,0.09120449337468853
754,755,0.30000000000000004,0.1,0.007,0.006,0.001,1.6245961973446564e-34,0.12568797906860593,1.2597830411515296e-23,0.031097522447804657,1.3497183819764464,0.14720942140296972,0.7484639016897081,0.95,6.747311827956989,0.1544031452992443,2.784966994567053,0.0826040968074208
755,756,0.30000000000000004,0.1,0.007,0.006,0.01,1.1695623312806184e-38,0.0068324334895440725,1.0864380073963532e-22,0.0011573565846469912,1.4036026395576957,0.1445514535402175,0.7740770465489566,0.91,6.837078651685394,0.14097908655582525,2.012287089580551,0.08049742861629197
756,757,0.30000000000000004,0.2,0.001,0.001,0.001,1.1096695839009284e-19,4.315836913157986e-06,2.0052529252564445e-16,8.379168487801193e-05,0.9451127819548872,0.5357560568086883,0.7404344193817878,0.97,9.810526315789474,0.23446647091728548,5.681539333374002,0.14543936470967114
757,758,0.30000000000000004,0.2,0.001,0.001,0.01,1.6544809971350408e-19,5.0698983933218845e-05,1.125954348607307e-16,1.4439158002572475e-05,0.9464285714285715,0.48115079365079366,0.7137896825396826,0.97,9.791666666666666,0.24025095075719385,5.412979514299146,0.14640890424830597
758,759,0.30000000000000004,0.2,0.001,0.002,0.001,3.659526623391801e-21,0.0007135106299730127,2.918575118211502e-17,0.0029945245213686394,1.0354090354090355,0.4145299145299145,0.7249694749694751,0.93,9.098901098901099,0.22174716453323431,5.88965370547695,0.14897545235266127
759,760,0.30000000000000004,0.2,0.001,0.002,0.01,1.9747959129637172e-12,5.955827096330032e-05,2.327698852544904e-13,0.9940327292787723,0.7174603174603175,0.1380952380952381,0.4277777777777778,0.91,10.894444444444444,0.17947427514958642,6.86597668234237,0.13514882854305707
760,761,0.30000000000000004,0.2,0.001,0.003,0.001,2.7748710950767903e-17,0.0006426223915738037,4.87802867313746e-14,0.34675197545065206,0.8467094703049759,0.19823434991974315,0.5224719101123595,0.89,10.51123595505618,0.19327041332149586,6.51358887599216,0.15700385321071822
761,762,0.30000000000000004,0.2,0.001,0.003,0.01,7.232813559023986e-19,0.00676068005390739,3.192002186890281e-16,0.004819168287166779,0.9914529914529915,0.34859584859584863,0.6700244200244201,0.94,9.521978021978022,0.218279985896082,6.512419280009376,0.13770599634146563
762,763,0.30000000000000004,0.2,0.001,0.004,0.001,8.328232621568225e-12,0.0007389165169966539,5.231853911841537e-12,0.0014719288574951298,0.7987012987012986,0.3163780663780664,0.5575396825396826,0.9,11.505681818181818,0.23297942418208342,7.027743041858936,0.20222779808305297
763,764,0.30000000000000004,0.2,0.001,0.004,0.01,4.4036405645776035e-17,0.0012915105652711357,1.1442872028662514e-15,0.002126549491810165,0.9395604395604394,0.28021978021978017,0.6098901098901098,0.92,9.917582417582418,0.22722783843553215,5.624350383130333,0.1780831685054102
764,765,0.30000000000000004,0.2,0.001,0.005,0.001,1.4009963757744009e-11,3.113555933789813e-05,9.237645644698134e-13,4.6748473183969724e-08,0.7532467532467533,0.5422077922077921,0.6477272727272727,0.89,11.147727272727273,0.28752127701330604,6.47598671444127,0.25457849083778294
765,766,0.30000000000000004,0.2,0.001,0.005,0.01,9.320954028562049e-15,0.0053244450620547135,3.044419479037589e-14,0.0006582946340702936,0.9092206170857855,0.34983056893169256,0.629525593008739,0.9,10.393258426966293,0.23415987649591652,6.582011538998366,0.18672339466024912
766,767,0.30000000000000004,0.2,0.001,0.006,0.001,1.066332403842916e-20,0.00013100762701869552,7.858151760187685e-17,0.09716954540160169,0.9761904761904763,0.2619047619047619,0.6190476190476191,0.87,8.857142857142858,0.20649678932586385,5.183864290236757,0.1888350069352143
767,768,0.30000000000000004,0.2,0.001,0.006,0.01,9.768603177206199e-13,1.3592065581350655e-07,2.1422203882183337e-13,0.7587696353315991,0.8688969258589512,0.283001808318264,0.5759493670886076,0.81,10.094936708860759,0.18450464941945796,6.991892207518925,0.18044708377728017
768,769,0.30000000000000004,0.2,0.002,0.001,0.001,3.569266034773428e-14,0.001541112201739989,2.2012093323777938e-14,0.795656710013524,0.8833517903285345,0.1076042820228867,0.4954780361757106,0.88,10.11046511627907,0.17603897515585853,6.593425708564897,0.13189465243727733
769,770,0.30000000000000004,0.2,0.002,0.001,0.01,6.772190255009792e-18,0.0007667721644824182,1.031323536596874e-14,0.4247629479318229,0.8853820598006644,0.27039497969730525,0.5778885197489848,0.89,9.994186046511627,0.1904480738656172,6.12965256899194,0.1307934271374056
770,771,0.30000000000000004,0.2,0.002,0.002,0.001,3.462962152127686e-12,6.113361776199559e-06,3.4378221380081264e-12,0.42219154204404963,0.7871572871572871,0.18001443001443004,0.48358585858585856,0.89,11.340909090909092,0.1921492712917784,7.483901455239475,0.18092811409005033
771,772,0.30000000000000004,0.2,0.002,0.002,0.01,1.1095705133833136e-18,0.001200279692772408,3.6133515615521254e-17,0.07924499998147222,0.9841269841269842,0.3689196108550947,0.6765232974910395,0.94,9.349462365591398,0.2028577407929605,5.4213759245463065,0.12949867255529587
772,773,0.30000000000000004,0.2,0.002,0.003,0.001,2.832100781167525e-16,0.003530699168356758,5.733279537747469e-16,0.42621792989159213,0.9409937888198757,0.31538992408557626,0.628191856452726,0.94,9.78804347826087,0.19039780270947243,6.005538067181867,0.13741912242840654
773,774,0.30000000000000004,0.2,0.002,0.003,0.01,1.6783401851730852e-18,3.472273893715936e-06,7.421583632822567e-16,0.1887034363884823,0.977310924369748,0.04659197012138188,0.511951447245565,0.88,9.411764705882353,0.16133554858815352,5.383622479656259,0.1358029514771867
774,775,0.30000000000000004,0.2,0.002,0.004,0.001,2.374745920313601e-18,4.177264349417099e-06,2.595696620581642e-16,0.5186810120272975,0.9914529914529915,0.26068376068376065,0.6260683760683761,0.92,9.54945054945055,0.18892814820071327,5.993611500504785,0.1576371322580013
775,776,0.30000000000000004,0.2,0.002,0.004,0.01,2.0772014459736324e-17,0.00010263620729434915,8.816051476119455e-16,0.5489636913396887,0.9564860426929394,0.14422550629447187,0.5503557744937057,0.88,9.540229885057471,0.18827189650001727,5.893313174865045,0.153994722346886
776,777,0.30000000000000004,0.2,0.002,0.005,0.001,9.120403346106012e-22,0.002158788779760744,5.663299641408855e-19,0.03535108718878596,1.1672771672771673,0.39804639804639813,0.7826617826617828,0.92,8.373626373626374,0.20771248728414546,5.23334270427643,0.12955368471597423
777,778,0.30000000000000004,0.2,0.002,0.005,0.01,3.3111815428480296e-16,0.007267596869189585,5.962783244593966e-16,0.001304829115225585,0.9844720496894409,0.3588681849551415,0.6716701173222912,0.93,9.896739130434783,0.2268141936564453,5.200093040282956,0.16077419058654444
778,779,0.30000000000000004,0.2,0.002,0.006,0.001,1.8653383956828208e-25,0.0002986812016249766,3.1014901103530674e-19,0.060554941528901264,1.1452991452991454,0.23626373626373617,0.6907814407814408,0.93,8.258241758241759,0.20819486146826746,5.186819007260657,0.17384832788617124
779,780,0.30000000000000004,0.2,0.002,0.006,0.01,7.630335472864561e-23,0.13368386911291572,9.140900599204238e-18,0.19248595869897075,1.1257936507936508,0.24365079365079367,0.6847222222222222,0.86,8.125,0.19803700447652606,4.3535186918169995,0.13639381854347662
780,781,0.30000000000000004,0.2,0.003,0.001,0.001,2.4751449187072634e-15,5.565328683445608e-05,1.421509536093451e-13,0.2508717392964018,0.9449112978524744,0.11718020541549949,0.5310457516339869,0.86,10.347058823529412,0.1639028965574648,7.591800348135583,0.13003527910233825
781,782,0.30000000000000004,0.2,0.003,0.001,0.01,1.2773423171158987e-17,0.00010723179152808996,9.869484182936377e-16,0.4500417597064533,0.8778801843317972,0.05325140809011782,0.4655657962109575,0.94,9.951612903225806,0.1698191193581673,6.163569921136348,0.12104212992758256
782,783,0.30000000000000004,0.2,0.003,0.002,0.001,5.718823021797932e-13,1.9432889646907876e-07,3.714599527365495e-13,0.02322580856827641,0.8095238095238095,0.06349206349206347,0.4365079365079365,0.86,10.595238095238095,0.14819715660141228,6.995098705214359,0.13222948817743516
783,784,0.30000000000000004,0.2,0.003,0.002,0.01,2.8059055939804094e-16,0.0006236877563987657,1.6136094622007315e-15,0.0409106616051021,0.9224924012158054,0.3149273893954745,0.61870989530564,0.95,10.196808510638299,0.20738274517709576,5.59788052839111,0.1386826777671727
784,785,0.30000000000000004,0.2,0.003,0.003,0.001,1.706947421957662e-22,0.0009647409815963274,1.0015875370292567e-18,0.05355370299680792,0.9981620718462824,0.4094402673350041,0.7038011695906432,0.96,8.83157894736842,0.20575377374883186,4.906285188310037,0.1388250383222259
785,786,0.30000000000000004,0.2,0.003,0.003,0.01,8.291679433515239e-22,0.0006715214815241162,6.132866009185716e-19,0.021997739149553133,1.0793650793650793,0.3046398046398046,0.692002442002442,0.94,8.417582417582418,0.20998634201245625,5.01276597565893,0.12693127153809144
786,787,0.30000000000000004,0.2,0.003,0.004,0.001,4.723498406106266e-18,0.0010310110375578824,5.011714275190727e-16,0.579958707087459,0.9766363474228643,0.21499910825753527,0.5958177278401998,0.9,9.640449438202246,0.18700709643025942,5.253671142369173,0.12964322680901835
787,788,0.30000000000000004,0.2,0.003,0.004,0.01,7.076886306077914e-21,0.02367256407451342,4.353091319711666e-18,0.4235682931673116,1.076325565687268,0.14471462343802768,0.6105200945626478,0.95,8.941489361702128,0.19024908267374466,5.761139248566744,0.13301828244000893
788,789,0.30000000000000004,0.2,0.003,0.005,0.001,4.3434939147500606e-18,1.4574849914906597e-05,5.804970948309278e-17,0.6723376222208771,0.9914529914529915,0.23870573870573875,0.6150793650793651,0.93,9.241758241758241,0.1738863276023669,5.906023483876644,0.13270166979231493
789,790,0.30000000000000004,0.2,0.003,0.005,0.01,2.8939757140859896e-15,0.005209749551818062,1.3224762767967347e-14,0.8457652304662663,0.9190863337204801,0.12291908633372053,0.5210027100271003,0.84,9.701219512195122,0.18220764648871512,6.549930066698702,0.12284693352005874
790,791,0.30000000000000004,0.2,0.003,0.006,0.001,5.070293088803701e-22,1.1520075100350257e-08,3.662966806356016e-18,0.005155889138403829,0.9694749694749695,0.02747252747252742,0.4984737484737484,0.92,8.785714285714286,0.1421893395657787,4.973082963326228,0.12857133091357356
791,792,0.30000000000000004,0.2,0.003,0.006,0.01,1.3432432121428441e-16,0.030823069287230165,7.590610470404922e-15,0.6379396080131113,1.0088183421516754,0.10846560846560853,0.558641975308642,0.85,9.469135802469136,0.18590508664858052,6.718017821552239,0.11901208233407369
792,793,0.30000000000000004,0.2,0.004,0.001,0.001,7.126029050289471e-19,8.094891910358528e-05,1.8753587185876636e-17,0.9249113728189265,0.9986197377501724,0.1849551414768806,0.5917874396135265,0.93,9.076086956521738,0.1782988753280817,5.913293233216478,0.13631062481399941
793,794,0.30000000000000004,0.2,0.004,0.001,0.01,1.462911919601156e-12,0.002180757990822744,2.6120518193019793e-13,0.071627300692901,0.8415435139573071,0.3511220580186098,0.5963327859879585,0.89,10.718390804597702,0.20473240390720268,6.945477793377951,0.14007900965100673
794,795,0.30000000000000004,0.2,0.004,0.002,0.001,2.5438698327202945e-23,5.4942896857687274e-05,9.633440627197583e-19,0.0521894903759189,1.1188787571766297,0.024653833164471523,0.5717662951705506,0.97,8.643617021276595,0.15475367941886853,5.715145211584524,0.11789629658680932
795,796,0.30000000000000004,0.2,0.004,0.002,0.01,2.1386238578207558e-18,0.003529038049049532,1.3564090390190344e-14,0.1862065857627533,0.9213818860877684,0.3524743230625583,0.6369281045751634,0.87,9.958823529411765,0.1982354580913948,6.338589453733046,0.14180409278996958
796,797,0.30000000000000004,0.2,0.004,0.003,0.001,1.465857677415827e-18,4.79660133890851e-09,1.629661195230107e-16,0.016235344142129966,0.9577922077922079,0.08946608946608947,0.5236291486291487,0.9,9.272727272727273,0.14659285645806672,5.665841173060459,0.1345720257850678
797,798,0.30000000000000004,0.2,0.004,0.003,0.01,1.1848817290884056e-21,0.008323853617666566,1.9015639953096914e-19,0.7231675817620102,1.0613199665831246,0.14402673350041775,0.6026733500417711,0.96,8.5,0.17510731835056847,4.944960220158234,0.1154175997948178
798,799,0.30000000000000004,0.2,0.004,0.004,0.001,6.171687775738319e-22,0.0003900561151881853,1.6281156378607948e-18,0.6654233058210448,1.1220580186097426,0.259168035030104,0.6906130268199233,0.9,8.28735632183908,0.18558468751960824,5.079048797671342,0.13914296222539027
799,800,0.30000000000000004,0.2,0.004,0.004,0.01,7.635099838724294e-20,0.00013466684181580391,6.507965300173674e-18,0.4731494149895884,1.0461424880029533,0.08600959763750465,0.5660760428202289,0.89,8.505813953488373,0.16984483425107516,4.995634248699763,0.12936364285903573
800,801,0.30000000000000004,0.2,0.004,0.005,0.001,6.171687775738319e-22,0.0003900561151881853,4.802402147359682e-18,0.8306163141757925,1.0990695128626162,0.21565407772304326,0.6573617952928298,0.87,8.545977011494253,0.17673663017885477,4.801599460469592,0.12306785443413619
801,802,0.30000000000000004,0.2,0.004,0.005,0.01,1.9552256068723042e-23,0.0009546279182888652,9.97803883094705e-19,0.37169984642061316,1.1856773717238833,0.044850498338870476,0.6152639350313769,0.89,8.104651162790697,0.16737199905778652,5.052121520218688,0.1318065459310849
802,803,0.30000000000000004,0.2,0.004,0.006,0.001,1.0371323244798374e-22,8.289606100713384e-10,2.3242699533571886e-17,6.340533820449748e-05,1.1757936507936508,0.13492063492063489,0.6553571428571429,0.83,8.15625,0.12377464363571392,5.901585459645569,0.1267069889262953
803,804,0.30000000000000004,0.2,0.004,0.006,0.01,5.729643466902101e-17,0.0020379504774653595,1.0859449590424889e-15,0.4775032100928792,0.9841269841269841,0.059082892416225795,0.5216049382716049,0.83,9.179012345679013,0.1696837773284903,5.373867174321951,0.13192980789898517
804,805,0.30000000000000004,0.2,0.005,0.001,0.001,2.95334626987557e-16,1.2135630012263135e-06,3.135930081735874e-15,0.8910621991026055,0.9007936507936508,0.1572871572871573,0.5290404040404041,0.9,9.869318181818182,0.17757989452436165,6.10723040104822,0.15664150414960745
805,806,0.30000000000000004,0.2,0.005,0.001,0.01,2.776105686945293e-18,0.005587733599802105,3.8117564616932354e-17,0.007901267120267312,1.0271377368151562,0.28289810547875066,0.6550179211469535,0.95,9.258064516129032,0.21640235576411898,6.180359501334056,0.14330798790154056
806,807,0.30000000000000004,0.2,0.005,0.002,0.001,2.858612522078899e-23,3.217309986545106e-05,1.9593885884382576e-17,0.26141545809132216,1.0760810071154898,0.16967706622879047,0.6228790366721402,0.9,8.82183908045977,0.16473064591467218,4.987903189415214,0.12126446208271985
807,808,0.30000000000000004,0.2,0.005,0.002,0.01,1.5308955519700145e-18,0.004139528274839194,6.799921475428873e-17,0.004213780601286835,1.0285714285714285,0.36031746031746026,0.6944444444444444,0.93,9.216666666666667,0.21915892684713126,5.798012111443407,0.1390291908074811
808,809,0.30000000000000004,0.2,0.005,0.003,0.001,1.0243648131040474e-18,2.2710451063713434e-06,2.1185953072369103e-16,0.04291460154735998,0.9255189255189255,0.15628815628815632,0.5409035409035409,0.91,9.428571428571429,0.1535752645015827,6.545517478250652,0.11559901326624777
809,810,0.30000000000000004,0.2,0.005,0.003,0.01,2.574903362054494e-19,0.0010003458042777502,7.510429643170237e-17,0.7744396310167927,1.0144300144300145,0.08910533910533913,0.5517676767676768,0.91,9.142045454545455,0.17568390249276175,5.369817196628449,0.13244580576714138
810,811,0.30000000000000004,0.2,0.005,0.004,0.001,5.056504451063423e-25,4.115718167793234e-05,7.991930257923116e-19,0.11789621012758143,1.0965767833237714,0.04063874545802264,0.568607764390897,0.84,7.903614457831325,0.15814147165257758,4.050478055472373,0.12849478211194576
811,812,0.30000000000000004,0.2,0.005,0.004,0.01,1.457925015435224e-20,0.0006426223915738037,3.478667824911815e-18,0.2873003897746188,1.0665239878723025,0.028179061886927027,0.5473515248796148,0.92,8.567415730337078,0.16520308805113998,5.396207059122277,0.13150438228315517
812,813,0.30000000000000004,0.2,0.005,0.005,0.001,2.2286321063856696e-23,0.00010263620729434915,1.8455683048579703e-18,0.20665359644132011,1.030103995621237,0.07525998905309252,0.5526819923371648,0.91,8.339080459770114,0.1628515825661847,4.862768624423298,0.12185306595054092
813,814,0.30000000000000004,0.2,0.005,0.005,0.01,8.827764877851491e-24,0.11522274811371433,1.3493865294340097e-19,0.41457274657410104,1.0760810071154898,0.16967706622879045,0.6228790366721402,0.89,7.85632183908046,0.1902003836056968,4.369373588009157,0.11599571472994648
814,815,0.30000000000000004,0.2,0.005,0.006,0.001,3.3821971223846014e-26,1.275133085185563e-07,2.1335317249552355e-19,1.181550186755342e-05,1.1447695544081087,0.22442149550583285,0.6845955249569707,0.85,7.644578313253012,0.1223510056450624,3.862493514231641,0.10554994612573541
815,816,0.30000000000000004,0.2,0.005,0.006,0.01,1.7586852251635882e-19,0.0023611537323188713,2.987699090207314e-17,0.803732556995522,1.0226480836236933,0.09852884243128149,0.5605884630274874,0.84,8.512195121951219,0.17617373024586225,4.857089117324773,0.1272221155261257
816,817,0.30000000000000004,0.2,0.006,0.001,0.001,5.426899696648231e-19,0.0023328538976958345,7.487446774299377e-18,0.0077938503216636625,0.9486659912191827,0.42131036811887873,0.6849881796690307,0.94,9.069148936170214,0.2152388629153465,5.634997528662349,0.13308384382475122
817,818,0.30000000000000004,0.2,0.006,0.001,0.01,5.28487693388314e-17,0.0025223147677562183,6.313986508292328e-15,0.006800509038797814,0.9123376623376623,0.3845598845598845,0.6484487734487734,0.91,9.971590909090908,0.21908983143409735,6.531113452050403,0.15540650088816596
818,819,0.30000000000000004,0.2,0.006,0.002,0.001,3.8874377106365426e-19,0.00018174097431870577,2.5192978580671736e-17,0.32018021654973455,1.0573870573870574,0.19230769230769232,0.6248473748473748,0.93,9.098901098901099,0.19433969382897662,5.658903215783354,0.1656748485139706
819,820,0.30000000000000004,0.2,0.006,0.002,0.01,2.4370433450230663e-17,0.00013100762701869552,1.7050681009251245e-15,0.031775114041636215,0.9603174603174605,0.3174603174603175,0.638888888888889,0.86,9.428571428571429,0.20962649309352344,6.155786504013373,0.13673974530002295
820,821,0.30000000000000004,0.2,0.006,0.003,0.001,2.0700992598880177e-18,0.0004123803028475691,7.388326565899084e-17,0.5994154783393791,1.030103995621237,0.25916803503010405,0.6446360153256705,0.88,8.977011494252874,0.18694133996703813,6.031958968682387,0.14229094081447483
821,822,0.30000000000000004,0.2,0.006,0.003,0.01,2.420239712742294e-21,0.011652307420639071,6.001350976638117e-18,0.47787810193639946,1.0215801676475833,0.13081861958266447,0.5761993936151238,0.91,8.662921348314606,0.18946558344962175,5.536789765191222,0.14235590165228795
822,823,0.30000000000000004,0.2,0.006,0.004,0.001,3.3955063690048655e-22,0.0011096592308754503,1.652956596346461e-18,0.09939656253652725,1.2170587110346147,0.04733218588640278,0.6321954484605088,0.87,8.042168674698795,0.1581346277626283,4.206424245770304,0.10891140041855447
823,824,0.30000000000000004,0.2,0.006,0.004,0.01,3.183938166856311e-19,0.0007762066491882359,3.974472655859296e-17,0.011287240430986063,0.9794745484400657,0.1546250684181718,0.5670498084291187,0.89,8.959770114942529,0.14781873231081621,5.1013962427274535,0.1000140283220894
824,825,0.30000000000000004,0.2,0.006,0.005,0.001,1.6635406334649751e-28,0.00010263620729434915,6.460292431681364e-20,0.018250799219380894,1.1450465243568693,0.12370005473453752,0.6343732895457034,0.9,7.67816091954023,0.1489963255723263,4.62562640150378,0.11274927527374107
825,826,0.30000000000000004,0.2,0.006,0.005,0.01,7.987820468169862e-24,0.022756771142536797,1.9474613502778408e-19,0.7750610762519567,1.1566760037348274,0.1180205415499533,0.6373482726423904,0.88,7.764705882352941,0.17587755569594518,4.2892397758427165,0.11086074310427381
826,827,0.30000000000000004,0.2,0.006,0.006,0.001,4.315614221545194e-30,0.0012915105652711357,5.424447724313452e-23,0.47870397413146104,1.299145299145299,0.06837606837606837,0.6837606837606837,0.94,6.758241758241758,0.17018210285745838,3.6625237780892883,0.1277056856443101
827,828,0.30000000000000004,0.2,0.006,0.006,0.01,1.1428808006294588e-32,0.12386324083061709,2.4512252582252805e-21,0.42276780605669817,1.3484680693983022,0.1790328534514581,0.7637504614248801,0.89,6.982558139534884,0.19009058935550205,4.174568404386118,0.11720041350951176
828,829,0.30000000000000004,0.2,0.007,0.001,0.001,9.157196086402046e-18,0.0007445949469674054,1.0243534218851923e-17,0.0366780760780792,1.0285714285714285,0.30634920634920637,0.6674603174603174,0.92,8.866666666666667,0.21067739374532937,5.420537078760943,0.16467946828698923
829,830,0.30000000000000004,0.2,0.007,0.001,0.01,1.9295111182504436e-15,0.02573683186754162,1.4358859070543483e-15,0.25309510550575837,0.9255189255189255,0.21672771672771676,0.5711233211233211,0.92,9.923076923076923,0.19459905330363175,5.972888875707915,0.12447493887254156
830,831,0.30000000000000004,0.2,0.007,0.002,0.001,1.0809338275417573e-14,7.243864325900567e-07,1.2372293897107763e-15,0.045447495276649146,0.8975155279503106,0.07591442374051063,0.4867149758454106,0.94,9.907608695652174,0.15315714497406802,6.35324692228915,0.12659179700510778
831,832,0.30000000000000004,0.2,0.007,0.002,0.01,3.8393783133777666e-22,0.09494263805968735,1.398528964167282e-19,0.4211145494192112,1.01921470342523,0.17786131996658322,0.5985380116959066,0.97,8.41578947368421,0.19002054654115239,5.132277955090727,0.1250783545853073
832,833,0.30000000000000004,0.2,0.007,0.003,0.001,5.769273221396803e-26,0.0038562478347592168,1.2504343300953286e-19,0.1782915805498371,1.1776753712237584,0.03174603174603183,0.6047107014848951,0.94,8.236559139784946,0.16274060812238297,5.167407888827166,0.10943873812470375
833,834,0.30000000000000004,0.2,0.007,0.003,0.01,1.811235830917279e-27,0.12474155325949826,4.66445032529709e-20,0.24505102470972995,1.1564116283217405,0.21499910825753527,0.6857053682896379,0.92,7.842696629213483,0.19454331168996758,4.0982289307260915,0.1145287461012629
